clave,descripcion
Y12,"ENVENENAMIENTO POR EXPOSICION A NARCOTICOS Y PSICODISLEPTICOS (ALUCINOGENOS) NO CLASIFICADOS EN OTRA PARTE, DE INTENCION DESCONOCIDA"
Y13,ENVENENAMIENTO POR EXPOSICION A OTRAS DROGAS ACTUANDO EN EL SISTEMA NERVIOSO AUTONOMO DE INTENCION DESCONOCIDA
Y14,"ENVENENAMIENTO Y EXPOSICION A OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS Y LAS NO ESPECIFICADAS DE INTENCION DESCONOCIDA"
Y15,ENVENENAMIENTO Y EXPOSICION AL ALCOHOL DE INTENCION DESCONOCIDA
Y16,ENVENENAMIENTO POR EXPOSICION A DISOLVENTES ORGANICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES DE INTENCION DESCONOCIDA
Y17,ENVENENAMIENTO POR EXPOSICION A OTROS GASES Y VAPORES DE INTENCION DESCONOCIDA
Y18,ENVENENAMIENTO POR EXPOSICION A PESTICIDAS DE INTENCION DESCONOCIDA
Y19,ENVENENAMIENTO POR EXPOSICION A OTRAS SUSTANCIAS QUIMICAS Y NOCIVAS NO ESPECIFICADAS DE INTENCION DESCONOCIDA
Y20,"AHORCAMIENTO, ESTRANGULACION Y SOFOCACION DE INTENCION DESCONOCIDA"
Y21,AHOGAMIENTO Y SUMERSION DE INTENCION DESCONOCIDA
Y22,DISPARO DE ARMA CORTA DE INTENCION DESCONOCIDA
Y23,"DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA DE INTENCION DESCONOCIDA"
Y24,DISPARO DE OTRA ARMA DE FUEGO Y LAS NO ESPECIFICADAS DE INTENCION DESCONOCIDA
Y25,CONTACTO TRAUMATICO CON MATERIAL EXPLOSIVO DE INTENCION DESCONOCIDA
Y26,"EXPOSICION A HUMO, FUEGO Y LLAMAS DE INTENCION DESCONOCIDA"
Y27,"CONTACTO CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES DE INTENCION DESCONOCIDA"
Y28,CONTACTO TRAUMATICO CON OBJETO CORTANTE DE INTENCION DESCONOCIDA
Y29,CONTACTO TRAUMATICO CON OBJETO ROMO O SIN FILO DE INTENCION DESCONOCIDA
Y30,"CAIDA, SALTO O EMPUJON DE UN LUGAR ALTO DE INTENCION DESCONOCIDA"
Y31,"CAIDA, PERMANENCIA O CORRER ADELANTE O HACIA UN OBJETO EN MOVIMIENTO DE INTENCION DESCONOCIDA"
Y32,COLISION DE VEHICULO DE MOTOR DE INTENCION DESCONOCIDA
Y33,OTROS EVENTOS ESPECIFICOS DE INTENCION DESCONOCIDA
Y34,EVENTO NO ESPECIFICADO DE INTENCION DESCONOCIDA
Y35,INTERVENCION LEGAL
Y36,OPERACIONES DE GUERRA
Y40,EFECTOS ADVERSOS DE ANTIBIOTICOS SISTEMICOS
Y41,EFECTOS ADVERSOS DE OTROS ANTI-INFECCIOSOS Y ANTI-PARASITARIOS SISTEMICOS
Y42,"EFECTOS ADVERSOS DE HORMONAS Y SUS SUSTITUTOS SINTETICOS Y ANTAGONICOS, NO CLASIFICADOS EN OTRA PARTE"
Y43,EFECTOS ADVERSOS DE AGENTES SISTEMICOS PRIMARIOS
Y44,EFECTOS ADVERSOS DE AGENTES QUE AFECTAN PRINCIPALMENTE LOS CONSTITUYENTES DE LA SANGRE
Y45,"EFECTOS ADVERSOS DE ANALGESICOS, ANTIPIRETICOS Y ANTI-INFLAMATORIOS"
Y46,EFECTOS ADVERSOS DE GROGAS ANTI-EPILEPTICAS Y ANTI-PARKINSONIANAS
Y47,"EFECTOS ADVERSOS DE DROGAS SEDANTES, HIPNOTICAS Y ANSIOLITICAS"
Y48,EFECTOS ADVERSOS DE GASES ANESTESICOS Y TERAPEUTICOS
Y49,EFECTOS ADVERSOS DE DROGAS PSICOTROPICAS NO CLASIFICADAS EN OTRA PARTE
Y50,EFECTOS ADVERSOS DE ESTIMULANTES DEL SISTEMA NERVIOSO CENTRAL NO CLASIFICADOS EN OTRA PARTE
Y51,EFECTOS ADVERSOS DE DROGAS QUE AFECTAN PRINCIPALMENTE EL SISTEMA NERVIOSO AUTONOMO
Y52,EFECTOS ADVERSOS DE AGENTES QUE AFECTAN PRINCIPALMENTE EL SISTEMA CARDIOVASCULAR
Y53,EFECTOS ADVERSOS DE AGENTES QUE AFECTAN PRINCIPALMENTE EL SISTEMA GASTROINTESTINAL
Y54,"EFECTOS ADVERSOS DE AGENTES QUE AFECTAN PRINCIPALMENTE EL EQUILIBRIO HIDRICO, EL METABOLISMO MINERAL Y DEL ACIDO URICO"
Y55,EFECTOS ADVERSOS DE AGENTES QUE AFECTAN PRINCIPALMENTE SOBRE LOS MUSCULOS LISOS Y ESTRIADOS Y SOBRE EL SISTEMA RESPIRATORIO
Y56,"EFECTOS ADVERSOS DE AGENTES TOPICOS AFECTANDO PRINCIPALMENTE PIEL Y MEMBRANA MUCOSA Y DROGAS OFTALMOLOGICAS, OTORRINOLARINGOLOGICAS Y DENTALES"
Y57,EFECTOS ADVERSOS DE OTRAS DROGAS Y MEDICAMENTOS Y LOS NO ESPECIFICADOS
Y58,EFECTOS ADVERSOS DE VACUNAS BACTERIANAS
Y59,EFECTOS ADVERSOS DE OTRAS VACUNAS Y SUSTANCIAS BIOLOGICAS Y LAS NO ESPECIFICADAS
Y60,"CORTE, PUNCION, PERFORACION O HEMORRAGIA NO INTENCIONAL DURANTE CUIDADOS MEDICOS Y QUIRURGICOS"
Y61,OBJETO EXTRAÑO ACCIDENTALMENTE DEJADO EN EL CUERPO DURANTE CUIDADOS MEDICOS Y QUIRURGICOS
Y62,FALLAS EN LA ESTERILIZACION DURANTE CUIDADOS MEDICOS Y QUIRURGICOS
Y63,FALLA EN LA DOSIFICACION DURANTE CUIDADOS MEDICOS Y QUIRURGICOS
Y64,MEDICAMENTOS O SUSTANCIAS BIOLOGICAS CONTAMINADAS
Y65,OTROS INCIDENTES DURANTE LOS CUIDADOS MEDICOS O QUIRURGICOS
Y66,NO ADMINISTRACION DE CUIDADOS MEDICOS O QUIRURGICOS
Y69,ACCIDENTES NO ESPECIFICADOS DURANTE LOS CUIDADOS MEDICOS O QUIRURGICOS
Y70,DISPOSITIVOS DE ANESTESIOLOGIA ASOCIADOS CON INCIDENTES ADVERSOS
Y71,DISPOSITIVOS CARDIOVASCULARES ASOCIADOS CON INCIDENTES ADVERSOS
Y72,DISPOSITIVOS OTORRINOLARINGOLOGICOS ASOCIADOS CON INCIDENTES ADVERSOS
Y73,DISPOSITIVOS GASTROENTEROLOGIA Y UROLOGIA ASOCIADOS CON INCIDENTES ADVERSOS
Y74,DISPOSITIVOS PARA USO HOSPITALARIO GENERAL Y PERSONAL ASOCIADAS CON INCIDENTES ADVERSOS
Y75,DISPOSITIVOS NEUROLOGICOS ASOCIADOS CON INCIDENTES ADVERSOS
Y76,DISPOSITIVOS OBSTETRICOS Y GINECOLOGICOS ASOCIADAS CON INCIDENTES ADVERSOS
Y77,DISPOSITIVOS OFTALMICOS ASOCIADOS CON INCIDENTES ADVERSOS
Y78,DISPOSITIVOS RADIOLOGICOS ASOCIADOS CON INCIDENTES ADVERSOS
Y79,DISPOSITIVOS ORTOPEDICOS ASOCIADOS CON INCIDENTES ADVERSOS
Y80,DISPOSITIVOS DE MEDICINA FISICA ASOCIADOS CON INCIDENTES ADVERSOS
Y81,DISPOSITIVOS DE CIRUGIA GENERAL Y PLASTICA ASOCIADOS CON INCIDENTES ADVERSOS
Y82,OTROS DISPOSITIVOS MEDICOS Y LOS NO ESPECIFICADOS ASOCIADOS CON INCIDENTES ADVERSOS
Y83,CIRUGIA Y OTROS PROCEDIMIENTOS QUIRURGICOS COMO CAUSA DE REACCION ANORMAL DEL PACIENTE O COMPLICACION POSTERIOR SIN MENCION DE INCIDENTE EN EL MOMENTO DEL PROCEDIMIENTO
Y84,OTROS PROCEDIMIENTOS MEDICOS COMO CAUSA DE REACCION ANORMAL DEL PACIENTE O COMPLICACION TARDIA SIN MENCION DE INCIDENTE EN EL MOMENTO DEL PROCEDIMIENTO
Y85,SECUELAS DE ACCIDENTES DE TRANSPORTE
Y86,SECUELAS DE OTROS ACCIDENTES
Y87,"SECUELAS DE LESIONES AUTOINFLIGIDAS INTENCIONALMENTE, AGRESIONES Y EVENTOS DE INTENCION DESCONOCIDA"
Y88,SECUELAS DE CUIDADOS MEDICOS Y QUIRURGICOS COMO CAUSA EXTERNA
Y89,SECUELAS DE OTRAS CAUSAS EXTERNAS
Y90,EVIDENCIA DE ALCOHOLISMO DETERMINADA POR NIVEL DE ALCOHOL EN SANGRE
Y91,EVIDENCIA DE ALCOHOLISMO DETERMINADA POR NIVEL DE INTOXICACION
Y95,AFECCION NOSOCOMIAL
Y96,AFECCION RELACIONADA CON EL TRABAJO
Y97,AFECCION RELACIONADA CON LA POLUCION DEL MEDIO AMBIENTE
Y98,AFECCION RELACIONADA CON EL ESTILO DE VIDA
Z00,EXAMEN GENERAL E INVESTIGACION DE PERSONAS SIN DIAGNOSTICO O ENFERMEDAD REPORTADA
Z01,OTROS EXAMENES ESPECIALES E INVESTIGACIONES DE PERSONAS SIN DIAGNOSTICO O ENFERMEDAD REPORTADA
Z02,EXAMEN Y CONTACTOS PARA PROPOSITOS ADMINISTRATIVOS
Z03,OBSERVACION Y EVALUACION MEDICA POR SOSPECHA DE ENFERMEDADES Y AFECCIONES
Z04,EXAMEN Y OBSERVACION POR OTRAS RAZONES
Z08,EXAMEN DE SEGUIMIENTO DESPUES DEL TRATAMIENTO POR TURMOR MALIGNO
Z09,EXAMEN DE SEGUIMIENTO DESPUES DEL TRATAMIENTO POR OTRAS AFECCIONES DIFERENTES A TUMORES MALIGNOS
Z10,CONTROL GENERAL DE SALUD DE RUTINA DE SUBPOBLACIONES DEFINIDAS
Z11,EXAMEN ESPECIAL PARA ENFERMEDADES INFECCIOSAS Y PARASITARIAS
Z12,EXAMEN ESPECIAL PARA TUMORES
Z13,EXAMEN ESPECIAL PARA OTROS TRASTORNOS Y ENFERMEDADES
Z20,CONTACTO CON Y EXPOSICION A ENFERMEDADES TRANSMISIBLES
Z21,ESTADO DE INFECCION ASINTOMATICA POR EL VIRUS DE LA INMUNODEFICIENCIA HUMANA (VIH)
Z22,PORTADOR DE ENFERMEDAD INFECCIOSA
Z23,NECESIDAD DE INMUNIZACION CONTRA ENFERMEDAD BACTERIANA UNICA
Z24,NECESIDAD DE INMUNIZACION CONTRA CIERTAS ENFERMEDADES VIRALES
Z25,NECESIDAD DE INMUNIZACION CONTRA OTRAS ENFERMEDADES VIRALES UNICAS
Z26,NECESIDAD DE INMUNIZACION CONTRAS OTRAS ENFERMEDADES INFECCIOSAS UNICAS
Z27,NECESIDAD DE INMUNIZACION CONTRA COMBINACIONES DE ENFERMEDADES INFECCIOSAS
Z28,INMUNIZACION NO REALIZADA
Z29,NECESIDAD DE OTRAS MEDIDAS PROFILACTICAS
Z30,ATENCION PARA LA ANTICONCEPCION
Z31,ATENCION PARA LA PROCREACION
Z32,EXAMEN Y PRUEBA DE EMBARAZO
Z33,ESTADO DE EMBARAZO INCIDENTAL
Z34,SUPERVISION DE EMBARAZO NORMAL
Z35,SUPERVISION DE EMBARAZO DE ALTO RIESGO
Z36,EXAMENES PRENATALES
Z37,PRODUCTO DEL PARTO
Z38,NACIDOS VIVOS DE ACUERDO AL LUGAR DE NACIMIENTO
Z39,EXAMEN Y ATENCION POST-PARTO
Z40,CIRUGIA PROFILACTICA
Z41,PROCEDIMIENTOS PARA OTROS PROPOSITOS QUE AYUDAN AL ESTADO DE SALUD
Z42,CUIDADOS POSTERIORES DE CIRUGIA PLASTICA
Z43,ATENCION DE ORIFICIOS ARTIFICIALES
Z44,PRUEBA Y AJUSTE DE DISPOSITIVO EXTERNO PROTESICO
Z45,ASISTENCIA Y AJUSTE DE DISPOSITIVO IMPLANTADO
Z46,PRUEBA Y AJUSTE DE OTROS DISPOSITIVOS
Z47,OTROS CUIDADOS POSTERIORES ORTOPEDICOS
Z48,OTROS CUIDADOS POSTERIORES QUIRURGICOS
Z49,CUIDADOS RELATIVOS AL PROCEDIMIENTO DE DIALISIS
Z50,ATENCION POR EL USO DE PROCEDIMIENTOS DE REHABILITACION
Z51,OTROS CUIDADOS MEDICOS
Z52,DONADOR DE ORGANOS Y TEJIDOS
Z53,PERSONAS QUE SE ENCUENTRAN EN SERVICIOS DE SALUD POR PROCEDIMIENTO ESPECIFICO NO REALIZADO
Z54,CONVALECENCIA
Z55,PROBLEMAS RELACIONADOS CON LA EDUCACION Y LA ALFABETIZACION
Z56,PROBLEMAS RELACIONADOS CON EMPLEO Y DESEMPLEO
Z57,EXPOSICION A FACTORES DE RIESGO OCUPACIONAL
Z58,PROBLEMAS RELACIONADOS CON EL AMBIENTE FISICO
Z59,PROBLEMAS RELACIONADOS CON LA VIVIENDA Y CIRCUNSTANCIAS ECONOMICAS
Z60,PROBLEMAS RELACIONADOS CON EL AMBIENTE SOCIAL
Z61,PROBLEMAS RELACIONADOS CON EVENTOS NEGATIVOS EN LA NIÑEZ
Z62,OTROS PROBLEMAS RELACIONADOS CON LA CRIANZA DEL NIÑO
Z63,"OTROS PROBLEMAS RELACIONADOS CON EL GRUPO PRIMARIO DE APOYO, INCLUYENDO CIRCUNSTANCIAS  FAMILIARES"
Z64,PROBLEMAS RELACIONADOS CON CIERTAS CIRCUNSTANCIAS PSICOSOCIALES
Z65,PROBLEMAS RELACIONADOS CON OTRAS CIRCUNSTANCIAS PSICOSOCIALES
Z70,"CONSULTA RELACIONADA CON ACTITUD, CONDUCTA U ORIENTACION SEXUAL"
Z71,PERSONAS QUE SOLICITAN SERVICIOS DE SALUD PARA OTRAS CONSULTAS Y CONSEJO MEDICO NO CLASIFICADOS EN OTRA PARTE
Z72,PROBLEMAS RELACIONADOS CON EL ESTILO DE VIDA
Z73,PROBLEMAS RELACIONADOS CON DIFICULTADES EN EL MODO DE VIDA
Z74,PROBLEMAS RELACIONADOS CON DEPENDENCIA DEL PRESTADOR DE SERVICIOS
Z75,PROBLEMAS RELACIONADOS CON FACILIDADES DE ATENCION MEDICAS U OTROS CUIDADOS DE SALUD
Z76,PERSONAS QUE SE ENCUENTRAN EN SERVICIOS DE SALUD POR OTRAS CIRCUNSTANCIAS
Z80,HISTORIA FAMILIAR DE TUMOR MALIGNO
Z81,HISTORIA FAMILIAR DE TRASTORNOS MENTALES Y DE CONDUCTA
Z82,HISTORIA FAMILIAR DE CIERTAS DISCAPACIDADES Y ENFERMEDADES CRONICAS INCAPACITANTE
Z83,HISTORIA FAMILIAR DE OTROS TRASTORNOS ESPECIFICOS
Z84,HISTORIA FAMILIAR DE OTRAS AFECCIONES
Z85,HISTORIA PERSONAL DE TUMOR MALIGNO
Z86,HISTORIA PERSONAL DE OTRAS ENFERMEDADES
Z87,HISTORIA PERSONAL DE OTRAS ENFERMEDADES Y AFECCIONES
Z88,"HISTORIA PERSONAL DE ALERGIA A DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS"
Z89,AUSENCIA ADQUIRIDA DE MIEMBROS
Z90,"AUSENCIA ADQUIRIDA DE ORGANOS, NO CLASIFICADOS EN OTRA PARTE"
Z91,"HISTORIA PERSONAL DE FACTORES DE RIESGO, NO CLASIFICADOS EN OTRA PARTE"
Z92,HISTORIA PERSONAL DE TRATAMIENTO MEDICO
Z93,ABERTURAS ARTIFICIALES
Z94,ORGANOS Y TEJIDOS TRASPLANTADOS
Z95,PRESENCIA DE IMPLANTES E INJERTOS CARDIOVASCULARES
Z96,PRESENCIA DE OTROS IMPLANTES FUNCIONALES
Z97,PRESENCIA DE OTROS DISPOSITIVOS
Z98,OTROS ESTADOS POSTQUIRURGICOS
Z99,DEPENDENCIA DE MAQUINAS Y DISPOSITIVOS CAPACITANTES NO CLASIFICADAS EN OTRA PARTE
